 Quantities needed for Eq. (17) of photo_residue_V02.pdf
 (Contribution from the Non-pole part)                  
 =======================================================
 
 Pole position         [MeV]:     1672.00       -68.7403    
 On-shell Residue [MeV^(-1)] (piN, etaN, piD(1), piD(2) --> piN): 
   0.346626E-04  -0.428004E-04   0.130824E-04   0.214526E-04    0.00000       -0.00000       0.556185E-04  -0.249010E-04
 Coupling constants x 1000 (you dont need them):
    6.69846       -3.19480       0.346701        3.36798        0.00000        0.00000        8.20886       0.197761    
 Off->on-shell Residues [MeV^(-1)] (piN, etaN, piD(1), piD(2) --> piN_on): 
 (This is also written to separate files to make readout easier)
 Order: Re, Im xgaus [MeV]; Re, Im wgaus; 3 x Re, Im Residues
    5.23389      -0.639697        13.3375       -1.63014      -0.102882E-04   0.180179E-03  -0.757675E-04  -0.319784E-04    0.00000       -0.00000      -0.100518E-03   0.172444E-03
    26.7752       -3.27252        29.2693       -3.57736      -0.149997E-04   0.985608E-04  -0.400462E-04  -0.215457E-04    0.00000       -0.00000      -0.642276E-04   0.896014E-04
    62.5401       -7.64378        41.5480       -5.07808       0.501937E-07   0.734857E-04  -0.315517E-04  -0.111589E-04    0.00000       -0.00000      -0.367581E-04   0.725208E-04
    108.369       -13.2451        49.3542       -6.03217      -0.117438E-04   0.714765E-04  -0.288543E-04  -0.159151E-04    0.00000       -0.00000      -0.473319E-04   0.645123E-04
    159.807       -19.5319        52.8540       -6.45993       0.306108E-05   0.112367E-03  -0.486634E-04  -0.157231E-04    0.00000       -0.00000      -0.533225E-04   0.112510E-03
    212.888       -26.0196        52.7910       -6.45223      -0.569146E-04  -0.367611E-04   0.241513E-04  -0.187421E-04    0.00000       -0.00000      -0.379521E-04  -0.648401E-04
    264.515       -32.3295        50.1041       -6.12383       0.197003E-04  -0.701809E-04   0.268871E-04   0.191429E-04    0.00000       -0.00000       0.544917E-04  -0.594692E-04
    312.523       -38.1971        45.6925       -5.58463       0.498984E-04  -0.424899E-04   0.105352E-04   0.278606E-04    0.00000       -0.00000       0.705003E-04  -0.169986E-04
    355.582       -43.4599        40.3217       -4.92820       0.464314E-04  -0.316648E-04   0.647540E-05   0.247536E-04    0.00000       -0.00000       0.616572E-04  -0.802482E-05
    393.056       -48.0400        34.6157       -4.23080       0.437836E-04  -0.320795E-04   0.707330E-05   0.237040E-04    0.00000       -0.00000       0.592444E-04  -0.975428E-05
    424.873       -51.9288        29.0870       -3.55507       0.428380E-04  -0.341684E-04   0.811762E-05   0.236296E-04    0.00000       -0.00000       0.593539E-04  -0.122874E-04
    451.436       -55.1754        24.1752       -2.95475       0.424401E-04  -0.363144E-04   0.909993E-05   0.237928E-04    0.00000       -0.00000       0.600347E-04  -0.146032E-04
    473.563       -57.8798        20.2809       -2.47877       0.421884E-04  -0.381938E-04   0.994523E-05   0.239753E-04    0.00000       -0.00000       0.607275E-04  -0.165829E-04
    492.464       -60.1900        17.7878       -2.17406       0.419365E-04  -0.397862E-04   0.106675E-04   0.241126E-04    0.00000       -0.00000       0.612768E-04  -0.182794E-04
    509.731       -62.3004        17.0723       -2.08662       0.416380E-04  -0.411875E-04   0.113148E-04   0.242002E-04    0.00000       -0.00000       0.616844E-04  -0.198106E-04
    527.323       -64.4505        18.4979       -2.26085       0.412535E-04  -0.425365E-04   0.119530E-04   0.242428E-04    0.00000       -0.00000       0.619811E-04  -0.213331E-04
    547.553       -66.9230        22.3993       -2.73769       0.407082E-04  -0.439706E-04   0.126523E-04   0.242293E-04    0.00000       -0.00000       0.621618E-04  -0.230197E-04
    573.044       -70.0387        29.0674       -3.55268       0.398675E-04  -0.455824E-04   0.134733E-04   0.241163E-04    0.00000       -0.00000       0.621401E-04  -0.250291E-04
    606.694       -74.1514        38.7572       -4.73698       0.385099E-04  -0.473581E-04   0.144439E-04   0.238067E-04    0.00000       -0.00000       0.616906E-04  -0.274581E-04
    651.659       -79.6471        51.7539       -6.32547       0.363073E-04  -0.490848E-04   0.155231E-04   0.231268E-04    0.00000       -0.00000       0.603833E-04  -0.302608E-04
    711.461       -86.9563        68.5446       -8.37767       0.328567E-04  -0.502421E-04   0.165491E-04   0.218235E-04    0.00000       -0.00000       0.575599E-04  -0.331257E-04
    790.342       -96.5972        90.1523       -11.0186       0.278319E-04  -0.499557E-04   0.171964E-04   0.196226E-04    0.00000       -0.00000       0.524611E-04  -0.353537E-04
    894.066       -109.275        118.730       -14.5114       0.212605E-04  -0.471631E-04   0.170042E-04   0.163726E-04    0.00000       -0.00000       0.445822E-04  -0.358831E-04
    1031.54       -126.076        158.644       -19.3898       0.137761E-04  -0.410790E-04   0.155379E-04   0.122247E-04    0.00000       -0.00000       0.341548E-04  -0.336231E-04
    1217.96       -148.862        218.662       -26.7253       0.663364E-05  -0.318415E-04   0.126640E-04   0.773901E-05    0.00000       -0.00000       0.224860E-04  -0.280825E-04
    1481.40       -181.060        316.968       -38.7405       0.129299E-05  -0.209838E-04   0.881720E-05   0.377779E-05    0.00000       -0.00000       0.117829E-04  -0.200438E-04
    1877.63       -229.488        494.252       -60.4085      -0.140999E-05  -0.110716E-04   0.497181E-05   0.109430E-05    0.00000       -0.00000       0.415390E-05  -0.116195E-04
    2528.62       -309.053        853.241       -104.285      -0.180967E-05  -0.427484E-05   0.211237E-05  -0.121350E-06    0.00000       -0.00000       0.355656E-06  -0.511720E-05
    3740.65       -457.190        1703.72       -208.233      -0.108688E-05  -0.102433E-05   0.605645E-06  -0.309986E-06    0.00000       -0.00000      -0.559760E-06  -0.155199E-05
    6467.85       -790.514        4272.15       -522.151      -0.361138E-06  -0.974408E-07   0.969885E-07  -0.140312E-06    0.00000       -0.00000      -0.307746E-06  -0.276402E-06
    15040.6       -1838.29        16373.8       -2001.24      -0.508844E-07   0.448325E-08   0.585477E-08  -0.225596E-07    0.00000       -0.00000      -0.524697E-07  -0.210151E-07
    76660.4       -9369.59        195161.       -23853.0      -0.933388E-09   0.243922E-09   0.380182E-10  -0.438531E-09    0.00000       -0.00000      -0.104321E-08  -0.226245E-09
 Next, we write the value of delta G from Eq. (15) from photo_residue_V02.pdf
 at the pole position in the lower half plane zo.
 They are given regardless if the resonance couples to the
 corresponding channels; if not, set delta G to zero!
 Also, set them to zero if Re(z_0)<threshold of a channel!
dG_piN (z_0) :    -188006.      -0.133480E+07
dG_etaN(z_0) :    -229104.       -940034.    
dG_piD (z_0) :    -140162.       -452288.    
 
 Quantities needed for Eqs. (19,21)                     
 (Contribution from the Pole part)                      
 =======================================================
 
 A=A_1 [Eq. (19), 1 Reson.] and A_2 [Eq. (21), 2 Reson.]
